
      Code    RO Data    RW Data    ZI Data      Debug   Object Name
      4264          0          0          0       2268   rmc_gprs_meas_funcs.obj
      1660          0          0          0        864   rmc_gprs_nbr_cell.obj
       904          0          0          0        328   rmc_gprs_pkt_access.obj
       570          0          0          0        492   rmc_gprs_sendmsgs.obj
      3260          0          0          0        632   rmc_gprs_si13_decode.obj
      3454          0          0          0       2584   rmc_gprs_timer_hdlr.obj
      1234          0          0       2300        248   rmc_main.obj
      2062          0          0          0        968   rmc_meas.obj
       596          0          0          0        140   rmc_mpal_interface.obj
      2284          0          0          0        432   rmc_mpal_nbcch_req.obj
      4570          0          0          0       3776   rmc_peer_dl_rest.obj
        72          0          0          0        120   rmc_rrm_procs.obj
       688          0          0          0        384   rmc_send_msgs.obj
      5956          0          0          0       1504   rmc_serv_nbr_meas.obj
      3260          0          0          0       1976   rmc_timer.obj
      2902          0          0          0        996   rmc_update_rla_meas.obj
         0          0          0          0          0   rmp_cell_resel.obj
         0          0          0          0          0   rmp_ctrlmsghdlr.obj
         0          0          0          0          0   rmp_init.obj
         0          0          0          0          0   rmp_interface.obj
         0          0          0          0          0   rmp_mpal_interface.obj
         0          0          0          0          0   rmp_pktacc.obj
         0          0          0          0          0   rmp_sendmsgs_to_mpal.obj
         0          0          0          0          0   rmp_timerhdlr.obj
      4392          0          0          0       2408   rmpc_common_func.obj
       954          2          0          0        864   rmpc_gprs_branch_funcs.obj
      8166          0          0          0       2784   rmpc_nbr_cell.obj
       374         20          0       1536        236   rr_create.obj
      4492          0          0       1040       2512   rr_data_ind.obj
       172          0          0          0        156   rr_dual_sim_process.obj
      4882          3          0          0       1936   rr_gprs_meas_decode.obj
      2066         84          0          0       1064   rr_gprs_utils.obj
      1632          0          0          0        988   rr_peh.obj
        96          0          0          0        268   rr_resel_params_decode.obj
        28          0          0          0         60   rr_spare_bit.obj
      9644          3          0          0       2956   rr_utils.obj
      2524          0          0          0       1176   rrm_cell_procs.obj
       808       3072          0        388        372   rrm_main.obj
      7356          0          0          0       2596   rrm_process.obj
       828          0          0          0       1248   rrm_send_msgs.obj
      6602          2          0          0       3808   rrm_utils.obj
      2220          0          0          0        688   si_class_b.obj
       882          0          0       3192        316   si_config.obj
     14994          0          0          0       3636   si_msg_decode.obj
      6528         84          0          0       2460   si_update_funcs.obj
    357898       5818         61      20363     167084   TOTAL

